证劵代码,证劵简称,交易日期,开盘价,最高价,最低价,收盘价,成交数量(股),
"02269-HKG","药明生物","2023-08-03","43.85","46.45","43.6","45.35","21372519",
"02270-HKG","德商产投服务","2023-08-03","1.27","1.27","1.27","1.27","2000",
"02271-HKG","众安智慧生活","2023-08-03","1.07","1.08","1.07","1.07","86000",
"02273-HKG","固生堂","2023-08-03","45.35","46.45","44.8","45.35","1068814",
"02276-HKG","康耐特光学","2023-08-03","5.03","5.16","5","5.02","774000",
"02278-HKG","海蓝控股","2023-08-03","null","null","null","3.25","0",
"02279-HKG","雍禾医疗","2023-08-03","6.19","6.29","6.1","6.28","316500",
"02280-HKG","慧聪集团","2023-08-03","0.28","0.28","0.275","0.275","13000",
"02281-HKG","兴泸水务","2023-08-03","0.7","0.7","0.69","0.7","112000",
"02282-HKG","美高梅中国","2023-08-03","10.06","10.96","9.96","10.88","17451030",
"02283-HKG","东江集团控股","2023-08-03","null","null","null","1.47","0",
"02285-HKG","泉峰控股","2023-08-03","31.4","34.1","30.55","33.2","879000",
"02286-HKG","辰兴发展","2023-08-03","0.49","0.49","0.365","0.375","4000",
"02288-HKG","宏基资本","2023-08-03","null","null","null","0.305","0",
"02289-HKG","创美药业","2023-08-03","8.45","8.45","8.45","8.45","50000",
"02291-HKG","心泰医疗","2023-08-03","28.65","29","27.8","28.6","75000",
"02292-HKG","晋安实业","2023-08-03","null","null","null","0.88","0",
"02293-HKG","百本医护","2023-08-03","null","null","null","0.75","0",
"02295-HKG","丰城控股","2023-08-03","null","null","null","1.32","0",
"02296-HKG","华记环球集团","2023-08-03","null","null","null","null","null",
"02297-HKG","润迈德-B","2023-08-03","null","null","null","0.82","0",
"02298-HKG","都市丽人","2023-08-03","0.375","0.375","0.36","0.365","1359000",
"02299-HKG","百宏实业","2023-08-03","4.7","4.7","4.7","4.7","2000",
"02302-HKG","中核国际","2023-08-03","1.2","1.21","1.2","1.2","7000",
"02306-HKG","乐华娱乐","2023-08-03","5.07","5.21","5.05","5.12","900000",
"02307-HKG","锦兴国际控股","2023-08-03","null","null","null","0.265","0",
"02309-HKG","伯明翰体育","2023-08-03","0.54","0.54","0.54","0.54","4000",
"02310-HKG","时代环球集团","2023-08-03","null","null","null","0.049","0",
"02312-HKG","中国金融租赁","2023-08-03","null","null","null","0.19","0",
"02313-HKG","申洲国际","2023-08-03","76","78.85","76","78.1","2529415",
"02314-HKG","理文造纸","2023-08-03","2.56","2.56","2.48","2.55","7103025",
"02315-HKG","百奥赛图-B","2023-08-03","19","19.26","18.92","19","140000",
"02317-HKG","味丹国际","2023-08-03","null","null","null","0.35","0",
"02318-HKG","中国平安","2023-08-03","53.25","54.8","53.15","53.6","20796673",
"02319-HKG","蒙牛乳业","2023-08-03","27.35","27.9","27.15","27.65","11056666",
"02320-HKG","合丰集团","2023-08-03","null","null","null","0.1","0",
"02321-HKG","双财庄","2023-08-03","0.43","0.43","0.425","0.43","35000",
"02322-HKG","香港潮商集团","2023-08-03","0.84","0.84","0.81","0.83","600000",
"02323-HKG","融科控股","2023-08-03","0.02","0.021","0.02","0.021","42000",
"02324-HKG","首都创投","2023-08-03","null","null","null","0.158","0",
"02325-HKG","云康集团","2023-08-03","12.26","12.36","12","12.08","154500",
"02326-HKG","新源万恒控股","2023-08-03","0.01","0.01","0.01","0.01","10000",
"02327-HKG","美瑞健康国际","2023-08-03","0.28","0.28","0.265","0.28","522000",
"02328-HKG","中国财险","2023-08-03","8.42","8.86","8.39","8.77","33860905",
"02329-HKG","国瑞健康","2023-08-03","0.077","0.077","0.072","0.075","40000",
"02330-HKG","中国上城","2023-08-03","null","null","null","null","null",
"02331-HKG","李宁","2023-08-03","43.4","44.9","43.25","43.85","10006116",
"02333-HKG","长城汽车","2023-08-03","10.64","10.7","10.3","10.52","21807575",
"02336-HKG","海亮国际","2023-08-03","null","null","null","0.2","3018",
"02337-HKG","众诚能源","2023-08-03","5.15","5.15","5.01","5.12","609000",
"02338-HKG","潍柴动力","2023-08-03","11","11.04","10.82","10.96","4705597",
"02339-HKG","京西国际","2023-08-03","0.25","0.26","0.25","0.26","100000",
"02340-HKG","升柏控股","2023-08-03","0.25","0.25","0.25","0.25","32000",
"02341-HKG","中怡国际","2023-08-03","null","null","null","null","null",
"02342-HKG","京信通信","2023-08-03","1.27","1.29","1.26","1.27","1376000",
"02343-HKG","太平洋航运","2023-08-03","2.19","2.22","2.1","2.17","48373446",
"02346-HKG","星宇控股","2023-08-03","null","null","null","null","null",
"02347-HKG","友和集团","2023-08-03","0.76","0.79","0.76","0.79","206000",
"02348-HKG","东瑞制药","2023-08-03","null","null","null","1.23","0",
"02349-HKG","中国城市基础设施","2023-08-03","null","null","null","0.036","0",
"02350-HKG","数科集团","2023-08-03","0.53","0.56","0.51","0.55","6475000",
"02352-HKG","东原仁知服务","2023-08-03","null","null","null","8","0",
"02355-HKG","宝业集团","2023-08-03","4.01","4.01","4","4.01","286000",
"02356-HKG","大新银行集团","2023-08-03","5.86","5.86","5.77","5.82","213600",
"02357-HKG","中航科工","2023-08-03","3.83","3.86","3.78","3.82","6868360",
"02358-HKG","久融控股","2023-08-03","0.021","0.023","0.021","0.023","920000",
"02359-HKG","药明康德","2023-08-03","75.65","79.9","75.2","79.65","4066469",
"02360-HKG","优品360","2023-08-03","null","null","null","2.02","0",
"02361-HKG","中康控股","2023-08-03","5.29","5.29","5.25","5.25","2000",
"02362-HKG","金川国际","2023-08-03","0.435","0.44","0.425","0.435","14088879",
"02363-HKG","通达宏泰","2023-08-03","null","null","null","0.075","0",
"02367-HKG","巨子生物","2023-08-03","35","36.95","34.95","35.85","4322856",
"02368-HKG","鹰美","2023-08-03","4.68","4.68","4.61","4.62","48000",
"02369-HKG","酷派集团","2023-08-03","0.043","0.045","0.043","0.044","25172000",
"02370-HKG","力高健康生活","2023-08-03","null","null","null","null","null",
"02371-HKG","创联控股","2023-08-03","0.035","0.035","0.032","0.034","7704000",
"02372-HKG","伟立控股","2023-08-03","0.44","0.45","0.435","0.45","100000",
"02373-HKG","美丽田园医疗健康","2023-08-03","19.48","19.84","19.48","19.66","14000",
"02376-HKG","鲁商服务","2023-08-03","null","null","null","2.15","0",
"02377-HKG","博奇环保","2023-08-03","0.79","0.79","0.77","0.79","23000",
"02378-HKG","保诚","2023-08-03","101.1","102.9","99.7","99.7","128500",
"02379-HKG","中国清洁能源科技","2023-08-03","null","null","null","null","null",
"02380-HKG","中国电力","2023-08-03","2.94","3.04","2.91","2.98","27181989",
"02381-HKG","蚬壳电业","2023-08-03","0.109","0.12","0.107","0.109","250000",
"02382-HKG","舜宇光学科技","2023-08-03","71","72.8","70.85","71.15","4084983",
"02383-HKG","TOM集团","2023-08-03","0.81","0.81","0.77","0.81","378000",
"02385-HKG","读书郎","2023-08-03","7.43","7.49","7.42","7.46","209200",
"02386-HKG","中石化炼化工程","2023-08-03","3.52","3.52","3.42","3.43","3475565",
"02388-HKG","中银香港","2023-08-03","23.05","23.15","22.85","22.95","9010360",
"02389-HKG","北京健康","2023-08-03","0.09","0.09","0.089","0.089","42000",
"02390-HKG","知乎-W","2023-08-03","18.4","18.6","17.78","18.26","82400",
"02391-HKG","涂鸦智能-W","2023-08-03","null","null","null","12.18","0",
"02392-HKG","玄武云","2023-08-03","2.49","2.52","2.43","2.47","167000",
"02393-HKG","巨星医疗控股","2023-08-03","0.101","0.178","0.101","0.17","5000",
"02399-HKG","中国安储能源","2023-08-03","0.52","0.52","0.51","0.52","12072000",
"02400-HKG","心动公司","2023-08-03","17.48","17.84","17.3","17.72","877400",
"02402-HKG","亿华通","2023-08-03","41.2","41.2","39.5","39.7","23030",
"02405-HKG","力盟科技","2023-08-03","5.19","5.38","4.94","5.35","1980000",
"02407-HKG","高视医疗","2023-08-03","38.8","38.8","38.65","38.7","75200",
"02409-HKG","洲际船务","2023-08-03","2.97","3.01","2.97","3.01","20000",
"02411-HKG","百果园集团","2023-08-03","5.15","5.23","5.05","5.07","610000",
"02415-HKG","梅斯健康","2023-08-03","9.08","9.28","8.2","8.91","1484750",
"02416-HKG","易点云","2023-08-03","7.36","7.37","6.89","7","292000",
"02418-HKG","德银天下","2023-08-03","1.8","1.8","1.7","1.8","16500",
"02420-HKG","子不语","2023-08-03","2.79","2.97","2.79","2.97","12500",
"02421-HKG","嘉创地产","2023-08-03","1.04","1.07","1.04","1.07","41998",
"02422-HKG","润歌互动","2023-08-03","0.69","0.7","0.69","0.7","92000",
"02423-HKG","贝壳-W","2023-08-03","44.4","45.4","43.15","44.4","1677000",
"02425-HKG","澳亚集团","2023-08-03","1.8","1.85","1.8","1.8","120600",
"02427-HKG","GUANZE MEDICAL","2023-08-03","0.33","0.34","0.33","0.335","660000",
"02433-HKG","中天湖南集团","2023-08-03","0.345","0.345","0.295","0.305","3754000",
"02436-HKG","凌雄科技","2023-08-03","null","null","null","null","null",
"02439-HKG","中宝新材","2023-08-03","0.58","0.61","0.54","0.54","8024000",
"02440-HKG","濠暻科技","2023-08-03","1.86","1.86","1.79","1.82","88000",
"02442-HKG","怡俊集团控股","2023-08-03","null","null","null","1.07","0",
"02448-HKG","恒宇集团","2023-08-03","0.229","0.229","0.208","0.213","14382500",
"02450-HKG","淮北绿金股份","2023-08-03","0.65","0.65","0.63","0.65","162000",
"02455-HKG","润华服务","2023-08-03","1.15","1.17","1.15","1.16","684000",
"02457-HKG","步阳国际","2023-08-03","0.435","0.47","0.43","0.45","4710000",
"02458-HKG","望尘科技控股","2023-08-03","3.98","3.99","3.98","3.99","2000",
"02459-HKG","升能集团","2023-08-03","3.48","3.56","3.31","3.46","1354000",
"02469-HKG","粉笔","2023-08-03","4.56","4.7","4.54","4.62","2259000",
"02480-HKG","绿竹生物-B","2023-08-03","33.1","33.2","32.05","32.3","111400",
"02481-HKG","慧居科技","2023-08-03","2.87","2.87","2.87","2.87","6000",
"02482-HKG","维天运通","2023-08-03","2.17","2.19","2.17","2.19","2000",
"02486-HKG","普乐师集团控股","2023-08-03","5.4","5.6","5.39","5.4","233600",
"02487-HKG","科笛-B","2023-08-03","22.5","23.5","20","21.75","170400",
"02488-HKG","元征科技","2023-08-03","2.1","2.1","2.02","2.1","17500",
"02500-HKG","启明医疗-B","2023-08-03","6.75","6.78","6.51","6.66","4345250",
"02518-HKG","汽车之家-S","2023-08-03","60.5","60.95","59.25","59.5","15800",
"02528-HKG","尚晋国际控股","2023-08-03","0.35","0.35","0.335","0.34","266000",
"02552-HKG","华领医药-B","2023-08-03","2.28","2.28","2.05","2.06","2821000",
"02558-HKG","晋商银行","2023-08-03","null","null","null","1.29","0",
"02588-HKG","中银航空租赁","2023-08-03","62.2","63.5","62.05","62.3","167158",
"02599-HKG","祥生控股集团","2023-08-03","null","null","null","null","null",
"02600-HKG","中国铝业","2023-08-03","3.77","3.83","3.7","3.8","37752000",
"02601-HKG","中国太保","2023-08-03","20","20.9","20","20.55","16479646",
"02602-HKG","万物云","2023-08-03","27.8","28.15","27.1","27.55","1258383",
"02607-HKG","上海医药","2023-08-03","13.62","13.9","13.6","13.78","1758800",
"02608-HKG","阳光100中国","2023-08-03","null","null","null","null","null",
"02611-HKG","国泰君安","2023-08-03","9.61","9.85","9.49","9.64","4931400",
"02616-HKG","基石药业-B","2023-08-03","2.36","2.37","2.31","2.33","3079500",
"02618-HKG","京东物流","2023-08-03","12.66","12.9","12.52","12.7","3812188",
"02623-HKG","爱德新能源","2023-08-03","0.56","0.6","0.56","0.6","16900",
"02628-HKG","中国人寿","2023-08-03","13.36","13.76","13.22","13.52","43499302",
"02633-HKG","雅各臣科研制药","2023-08-03","0.98","0.98","0.94","0.95","562000",
"02638-HKG","港灯-SS","2023-08-03","4.86","4.9","4.85","4.86","2221130",
"02660-HKG","禅游科技","2023-08-03","3.21","3.24","3.11","3.2","1642000",
"02663-HKG","应力控股","2023-08-03","0.3","0.315","0.3","0.315","560000",
"02666-HKG","环球医疗","2023-08-03","4.17","4.29","4.14","4.24","2955250",
"02668-HKG","百德国际","2023-08-03","null","null","null","0.069","0",
"02669-HKG","中海物业","2023-08-03","9.1","9.19","8.77","9.01","2825884",
"02678-HKG","天虹国际集团","2023-08-03","5.55","5.55","5.27","5.37","256000",
"02680-HKG","创升控股","2023-08-03","null","null","null","0.35","0",
"02682-HKG","润利海事","2023-08-03","0.22","0.22","0.22","0.22","20000",
"02683-HKG","华新手袋国际控股","2023-08-03","0.255","0.255","0.249","0.249","90000",
"02688-HKG","新奥能源","2023-08-03","88.2","90","87.4","88.8","1571206",
"02689-HKG","玖龙纸业","2023-08-03","4.95","4.95","4.78","4.8","6385000",
"02696-HKG","复宏汉霖","2023-08-03","12","12.18","11.82","11.9","131123",
"02698-HKG","魏桥纺织","2023-08-03","1.39","1.39","1.33","1.37","218500",
"02699-HKG","新明中国","2023-08-03","null","null","null","null","null",
"02700-HKG","格林国际控股","2023-08-03","null","null","null","0.305","0",
"02708-HKG","艾伯科技","2023-08-03","0.58","0.63","0.51","0.51","9900000",
"02718-HKG","东正金融","2023-08-03","null","null","null","null","null",
"02722-HKG","重庆机电","2023-08-03","0.55","0.56","0.55","0.56","868000",
"02727-HKG","上海电气","2023-08-03","1.88","1.91","1.88","1.88","2582000",
"02728-HKG","金泰能源控股","2023-08-03","null","null","null","0.029","0",
"02738-HKG","华津国际控股","2023-08-03","1.2","1.26","1.12","1.16","162000",
"02768-HKG","佳源国际控股","2023-08-03","null","null","null","null","null",
"02772-HKG","中梁控股","2023-08-03","0.485","0.495","0.47","0.485","9114500",
"02777-HKG","富力地产","2023-08-03","1.49","1.61","1.46","1.53","18309122",
"02778-HKG","冠君产业信托","2023-08-03","2.9","2.94","2.88","2.9","446000",
"02779-HKG","中国新华教育","2023-08-03","0.75","0.75","0.73","0.73","8000",
"02789-HKG","远大中国","2023-08-03","0.042","0.044","0.042","0.042","1268000",
"02798-HKG","久泰邦达能源","2023-08-03","1.2","1.29","1.2","1.27","325000",
"02799-HKG","中国华融","2023-08-03","0.4","0.41","0.39","0.41","27148830",
"02858-HKG","易鑫集团","2023-08-03","0.84","0.86","0.83","0.85","1327500",
"02863-HKG","高丰集团控股","2023-08-03","null","null","null","0.285","0",
"02866-HKG","中远海发","2023-08-03","0.9","0.92","0.89","0.9","8584950",
"02869-HKG","绿城服务","2023-08-03","3.82","3.98","3.8","3.97","9110001",
"02877-HKG","神威药业","2023-08-03","8.51","9.09","8.51","8.9","694000",
"02878-HKG","晶门半导体","2023-08-03","0.425","0.425","0.42","0.425","1244000",
"02880-HKG","辽港股份","2023-08-03","0.7","0.7","0.68","0.68","3766000",
"02882-HKG","香港资源控股","2023-08-03","0.67","0.67","0.66","0.67","904006",
"02883-HKG","中海油田服务","2023-08-03","9.14","9.28","9.14","9.18","2290177",
"02885-HKG","彼岸控股","2023-08-03","0.35","0.35","0.35","0.35","80000",
"02886-HKG","滨海投资","2023-08-03","1.69","1.7","1.67","1.7","1934000",
"02888-HKG","渣打集团","2023-08-03","72.9","73.2","71.75","71.9","420389",
"02892-HKG","万城控股","2023-08-03","0.5","0.5","0.5","0.5","4000",
"02899-HKG","紫金矿业","2023-08-03","12.98","12.98","12.7","12.72","17126159",
"02942-HKG","中基长寿科学(临时)","2023-08-03","0.305","0.305","0.305","0.305","31001",
